,ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER_x,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION,YEAR,LICENSE NUMBER_y,total_pop,medhhinc,share_BA+,a35to64_share,metro_GDP,Cook_U3_ann_avg,which_ssa,in_ssa,num_sites,num_renewals
1015,1892540-20080228,1892540,328304,1,DEECAL US LIMITED,DEECAL,401 N MICHIGAN AVE 12TH 1200,CHICAGO,IL,60611.0,42.0,53.0,42-53,18.0,1010,Limited Business License,,,1892540.0,ISSUE,02/28/2008,02/28/2008,02/28/2008,N,02/28/2008,03/15/2009,02/28/2008,02/28/2008,AAI,,,41.889354252,-87.624102456,"(41.88935425192819, -87.62410245624348)",2008,1892540.0,10237.0,76746.0,35.2,36.5,536770.8,6.433333333333334,0.0,0.0,1.0,0.0
1016,1249998-20130116,2200205,89020,11,"FEDEX OFFICE AND PRINT SERVICES, INC.","FEDEX OFFICE AND PRINT SVCS, INC.",540 N MICHIGAN AVE,CHICAGO,IL,60611.0,42.0,48.0,42-48,18.0,1010,Limited Business License,,,1249998.0,RENEW,,11/15/2012,02/11/2013,N,01/16/2013,01/15/2015,02/11/2013,04/04/2013,AAI,,,41.892140784,-87.624312784,"(41.892140783720365, -87.62431278442189)",2013,1249998.0,4400.0,94327.0,89.3,35.8,543675.4,9.624999999999998,0.0,0.0,583.0,10.0
1017,17388-20070816,1827561,28310,1,KELLER HEARTT CO INC,KELLER HEARTT CO INC,4411 S TRIPP AVE  1,CHICAGO,IL,60632.0,14.0,25.0,14-25,8.0,1008,Hazardous Materials,,,17388.0,RENEW,,06/21/2007,08/11/2007,N,08/16/2007,06/15/2009,08/11/2007,08/13/2007,AAI,,,41.812719779,-87.729813568,"(41.81271977877268, -87.72981356777804)",2007,17388.0,1775.0,53942.0,10.3,29.6,553134.7,5.25,0.0,0.0,20.0,7.0
1018,42149-20161016,2485125,85586,1,SHEDD AQUARIUM SOCIETY,SHEDD AQUARIUM SOCIETY,1200 S LAKE SHORE DR,CHICAGO,IL,60605.0,4.0,,4-,1.0,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,42149.0,RENEW,,08/15/2016,08/31/2016,N,10/16/2016,10/15/2018,08/31/2016,09/01/2016,AAI,,,41.867484227,-87.61915038299999,"(41.867484227164155, -87.61915038338188)",2016,42149.0,19015.0,97897.0,75.7,41.6,574603.1,6.041666666666668,0.0,0.0,64.0,14.0
1019,1193358-20050516,1588793,219878,1,"DIMITRA'S BRIDAL & ACCESSORIES, INC",DIMITRA'S BRIDAL AND ACCESSORIES,1009-1011 N RUSH ST 3,CHICAGO,IL,60611.0,42.0,24.0,42-24,18.0,1010,Limited Business License,,,1193358.0,RENEW,,03/23/2005,04/25/2005,N,05/16/2005,05/15/2006,04/25/2005,04/26/2005,AAI,,,41.901042374,-87.62749014799999,"(41.901042374044735, -87.62749014771335)",2005,1193358.0,6637.0,77361.0,36.6,31.8,534392.2,6.400000000000001,0.0,0.0,14.0,12.0
1020,2078673-20160916,2480476,316280,2,THOMSON REUTERS (MARKETS) LLC.,Thomson Reuters( Markets) LLC.,311 S WACKER DR 12,CHICAGO,IL,60606.0,42.0,12.0,42-12,1.0,1010,Limited Business License,,,2078673.0,RENEW,,07/15/2016,08/31/2016,N,09/16/2016,09/15/2018,08/31/2016,09/01/2016,AAI,,,41.877791648,-87.636524344,"(41.877791648104406, -87.63652434443534)",2016,2078673.0,6760.0,90489.0,74.0,31.3,574603.1,6.041666666666668,0.0,0.0,11.0,3.0
1021,1488025-20071116,1862795,274478,1,SHAMIRAM E.  YOUSIF,SHAMIE'S HAIR SALON,4957 N KEDZIE AVE 1,CHICAGO,IL,60625.0,33.0,14.0,33-14,17.0,1010,Limited Business License,,,1488025.0,RENEW,,09/21/2007,10/25/2007,N,11/16/2007,09/15/2009,10/25/2007,10/26/2007,AAI,,60.0,41.971945674000004,-87.70842754700001,"(41.971945673565706, -87.70842754732546)",2007,1488025.0,3473.0,34375.0,15.1,19.4,553134.7,5.25,60.0,1.0,10.0,9.0
1022,47793-20030216,1314137,36646,1,OSCAR GRACIA,NEW LIFE BUILDERS,1210 W 31ST ST  1,CHICAGO,IL,60608.0,11.0,8.0,11-8,9.0,1010,Limited Business License,,,47793.0,RENEW,,12/17/2002,01/13/2003,N,02/16/2003,02/15/2004,01/13/2003,01/14/2003,AAI,,,41.838017383,-87.65649896,"(41.8380173829789, -87.65649896000699)",2003,47793.0,2475.0,45020.0,5.575757575757575,57.615894039735096,510351.3,7.458333333333332,0.0,0.0,7.0,7.0
1023,2216555-20130416,2236627,85340,1,GRIFFITH FOODS INC,GRIFFITH FOODS INC.(SEE COMMENTS),1437 W 37TH ST,CHICAGO,IL,60609.0,11.0,30.0,11-30,9.0,4404,Regulated Business License,816,Storage or Use of Hazardous Materials,2216555.0,RENEW,,02/27/2013,03/11/2013,N,04/16/2013,04/15/2015,03/11/2013,03/12/2013,AAI,,13.0,41.826789279,-87.66204808200001,"(41.82678927915715, -87.66204808157613)",2013,2216555.0,3234.0,41136.0,14.5,37.7,543675.4,9.624999999999998,13.0,1.0,25.0,4.0
1024,1093175-20160916,2478848,207065,1,LIAM VENTURES INC,LIAM VENTURES INC,233 S WACKER DR  2150,CHICAGO,IL,60606.0,42.0,12.0,42-12,1.0,1010,Limited Business License,897,Financial Services,1093175.0,RENEW,,07/15/2016,08/31/2016,N,09/16/2016,09/15/2018,08/31/2016,09/01/2016,AAI,,,41.878560154,-87.63652387200001,"(41.87856015362371, -87.63652387205532)",2016,1093175.0,6760.0,90489.0,74.0,31.3,574603.1,6.041666666666668,0.0,0.0,11.0,11.0
1025,21165-20031116,1435655,57930,9,PRESENCE CHICAGO HOSPITALS NETWORK,PRESENCE SAINT ELIZABETH HOSPITAL,1431 N WESTERN AVE,CHICAGO,IL,60622.0,1.0,32.0,1-32,14.0,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,21165.0,RENEW,,09/26/2003,11/18/2003,N,11/16/2003,11/15/2004,11/18/2003,11/18/2003,AAI,,33.0,41.907609446,-87.68700187299999,"(41.90760944603504, -87.68700187308494)",2003,21165.0,1681.0,38021.0,13.563355145746579,39.50617283950617,510351.3,7.458333333333332,33.0,1.0,238.0,11.0
1026,21163-20081116,1929909,57930,11,PRESENCE CHICAGO HOSPITALS NETWORK,PRESENCE SAINT ELIZABETH HOSPITAL,1431 N CLAREMONT AVE,CHICAGO,IL,60622.0,1.0,32.0,1-32,14.0,1375,Hospital,,,21163.0,RENEW,,09/15/2008,11/13/2008,N,11/16/2008,11/15/2010,11/13/2008,11/14/2008,AAI,,,41.907627208,-87.685785759,"(41.907627207523525, -87.68578575863826)",2008,21163.0,1847.0,62692.0,31.6,16.1,536770.8,6.433333333333334,0.0,0.0,238.0,8.0
1027,1144996-20110216,2071446,57930,13,PRESENCE CHICAGO HOSPITALS NETWORK,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,2900 N LAKE SHORE DR,CHICAGO,IL,60657.0,44.0,7.0,44-7,19.0,1008,Hazardous Materials,,,1144996.0,RENEW,,12/15/2010,04/01/2011,N,02/16/2011,02/15/2013,04/01/2011,04/04/2011,AAC,12/29/2012,,41.934402987,-87.63680583700001,"(41.93440298707838, -87.63680583708285)",2011,1144996.0,1157.0,76500.0,77.0,31.9,529859.9,10.441666666666666,0.0,0.0,238.0,7.0
1028,25115-20050216,1561564,85340,1,GRIFFITH FOODS INC,GRIFFITH FOODS INC.(SEE COMMENTS),1437 W 37TH ST,CHICAGO,IL,60609.0,11.0,30.0,11-30,9.0,1008,Hazardous Materials,,,25115.0,RENEW,,12/20/2004,01/13/2005,N,02/16/2005,02/15/2006,01/13/2005,01/14/2005,AAI,,13.0,41.826789279,-87.66204808200001,"(41.82678927915715, -87.66204808157613)",2005,25115.0,2793.0,39938.0,9.4,27.1,534392.2,6.400000000000001,13.0,1.0,25.0,7.0
1029,1477372-20060109,1477372,245472,2,ROBERT J. MEDER,Northwest Improvement Co.,1090  TAMARACK   477,MOUNT PROSPECT,IL,60056.0,,,,,1011,Home Repair,,,1477372.0,C_LOC,02/18/2004,01/09/2006,01/09/2006,N,01/09/2006,02/15/2007,01/09/2006,01/09/2006,AAI,,,,,,2006,,,,,,,,0.0,0.0,9.0,3.0
1030,2108992-20110801,2108992,364956,1,NAKEEA SHERRELL BUCHANAN-SMITH,LUXURY LIFE STUDIO,2557 W 63RD ST 1ST,CHICAGO,IL,60629.0,16.0,48.0,16-48,8.0,1010,Limited Business License,,,2108992.0,ISSUE,08/01/2011,08/01/2011,08/01/2011,N,08/01/2011,08/15/2013,08/01/2011,08/01/2011,AAI,,3.0,41.779079994,-87.688373949,"(41.77907999372498, -87.68837394919558)",2011,2108992.0,6164.0,27358.0,1.1,40.4,529859.9,10.441666666666666,3.0,1.0,1.0,0.0
1031,1272672-20040816,1509993,251303,1,AYOKO S ATTIVI,GEGE HAIR SALON,3825 N BROADWAY,CHICAGO,IL,60613.0,46.0,5.0,46-5,19.0,1010,Limited Business License,,,1272672.0,RENEW,,06/30/2004,09/01/2004,N,08/16/2004,08/15/2005,09/01/2004,09/01/2004,AAC,07/27/2005,18.0,41.951975092,-87.64948245,"(41.95197509225785, -87.64948244966875)",2004,1272672.0,5264.0,47813.0,33.05471124620061,47.631642221687905,523290.0,6.833333333333332,18.0,1.0,3.0,1.0
1032,51614-20090716,1970938,17492,1,"MADELINE KHAN, LTD.",VINCENT,1475 W BALMORAL AVE 1,CHICAGO,IL,60640.0,48.0,43.0,48-43,20.0,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,51614.0,RENEW,,05/15/2009,07/21/2009,N,07/16/2009,07/15/2011,07/21/2009,07/22/2009,AAI,,22.0,41.979744137,-87.66773759200001,"(41.979744137415764, -87.6677375923677)",2009,51614.0,4481.0,76570.0,35.1,35.0,516755.6,10.55,22.0,1.0,34.0,12.0
1033,1596738-20120816,2159281,30191,3,LAWNDALE CHRISTIAN HEALTH CENTER,LAWNDALE CHRISTIAN HEALTH CENTER,3517 W ARTHINGTON ST,CHICAGO,IL,60624.0,24.0,49.0,24-49,11.0,1010,Limited Business License,,,1596738.0,RENEW,,06/15/2012,07/06/2012,N,08/16/2012,08/15/2014,07/06/2012,07/09/2012,AAI,,,41.869855437,-87.713822193,"(41.86985543688609, -87.71382219274976)",2012,1596738.0,3138.0,21076.0,7.2,28.4,545391.7,9.625,0.0,0.0,29.0,9.0
1034,1096355-20040816,1507430,57930,12,PRESENCE CHICAGO HOSPITALS NETWORK,PRESENCE RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVE,CHICAGO,IL,60631.0,41.0,18.0,41-18,16.0,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1096355.0,RENEW,,06/30/2004,08/11/2004,N,08/16/2004,08/15/2005,08/11/2004,08/11/2004,AAI,,,41.988575183,-87.81297791200001,"(41.98857518279947, -87.81297791219501)",2004,1096355.0,3190.0,58966.0,16.927899686520373,53.60607338675665,523290.0,6.833333333333332,0.0,0.0,238.0,12.0
1035,1144380-20090216,1945257,57930,13,PRESENCE CHICAGO HOSPITALS NETWORK,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,2900 N LAKE SHORE DR,CHICAGO,IL,60657.0,44.0,7.0,44-7,19.0,1375,Hospital,,,1144380.0,RENEW,,12/15/2008,02/26/2009,N,02/16/2009,02/15/2011,02/26/2009,02/27/2009,AAI,,,41.934402987,-87.63680583700001,"(41.93440298707838, -87.63680583708285)",2009,1144996.0,8481.0,57103.0,42.1,22.7,516755.6,10.55,0.0,0.0,238.0,7.0
1036,2196607-20141116,2358326,376695,1,"KAGIZA, INC.",NINEFACE THAI & SUSHI BAR,3911 N SHERIDAN RD 1 1,CHICAGO,IL,60613.0,46.0,18.0,46-18,19.0,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2196607.0,RENEW,,09/15/2014,11/16/2014,N,11/16/2014,11/15/2016,11/16/2014,11/17/2014,AAI,,17.0,41.953032441,-87.65435476299999,"(41.95303244051015, -87.6543547629994)",2014,2196607.0,3252.0,65156.0,63.9,29.5,552838.1,7.508333333333334,17.0,1.0,3.0,1.0
1037,1167255-20030216,1475772,57930,14,PRESENCE CHICAGO HOSPITALS NETWORK,PRESENCE SAINT JOSEPH HOSPITAL,2845 N SHERIDAN RD,CHICAGO,IL,60657.0,44.0,49.0,44-49,19.0,1002,Accessory Garage,726,"Provide Parking Spaces For a Fee - to Residents, Tenants, Users, Employees and/or Guests (Not Available or Advertised to the Public)",1167255.0,RENEW,,02/03/2004,02/03/2004,N,02/16/2003,02/15/2004,,02/03/2004,AAI,,,41.934123041,-87.63918751899999,"(41.934123041016605, -87.6391875191331)",2004,1167255.0,8945.0,45628.0,36.679709334823926,39.5681547224798,523290.0,6.833333333333332,0.0,0.0,238.0,10.0
1038,1489272-20040407,1489272,274377,1,"RESTORE  RESTORATION, INC.","RESTORE RESTORATION, INC.",4447 W CORTLAND ST,CHICAGO,IL,60639.0,36.0,39.0,36-39,25.0,1010,Limited Business License,,,1489272.0,ISSUE,04/01/2004,04/06/2004,04/07/2004,N,04/07/2004,02/15/2005,04/07/2004,03/25/2005,AAI,,,41.915093322,-87.738148401,"(41.915093322076125, -87.7381484006334)",2005,1489272.0,4225.0,39115.0,2.4,24.8,534392.2,6.400000000000001,0.0,0.0,9.0,5.0
1039,1144381-20060216,1664823,57930,13,PRESENCE CHICAGO HOSPITALS NETWORK,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,2900 N LAKE SHORE DR,CHICAGO,IL,60657.0,44.0,7.0,44-7,19.0,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1144381.0,RENEW,,12/21/2005,02/28/2006,N,02/16/2006,02/15/2007,02/28/2006,02/28/2006,AAI,,,41.934402987,-87.63680583700001,"(41.93440298707838, -87.63680583708285)",2006,1144381.0,8481.0,57103.0,42.1,22.7,545932.0,4.866666666666666,0.0,0.0,238.0,12.0
1040,8781-20070216,1777383,25954,1,REGAL TRADERS INC,REGAL TRADERS INC,2616 W DEVON AVE 1ST,CHICAGO,IL,60659.0,50.0,19.0,50-19,24.0,1010,Limited Business License,,,8781.0,RENEW,,12/20/2006,01/22/2007,N,02/16/2007,02/15/2009,01/22/2007,01/23/2007,AAI,,43.0,41.997743295,-87.695506081,"(41.99774329549476, -87.69550608109485)",2007,8781.0,10281.0,41088.0,20.5,28.3,553134.7,5.25,43.0,1.0,12.0,12.0
1041,1144380-20020216,1219194,57930,13,PRESENCE CHICAGO HOSPITALS NETWORK,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,2900 N LAKE SHORE DR,CHICAGO,IL,60657.0,44.0,7.0,44-7,19.0,1375,Hospital,,,1144380.0,RENEW,,12/21/2001,03/28/2002,N,02/16/2002,02/15/2003,03/28/2002,03/29/2002,AAI,,,41.934402987,-87.63680583700001,"(41.93440298707838, -87.63680583708285)",2002,1144380.0,8945.0,45628.0,36.679709334823926,39.5681547224798,503971.1,7.6416666666666675,0.0,0.0,238.0,7.0
1042,1869659-20080716,1907911,323339,1,CARNICE CAREY,CLLAP MANAGEMENT,9017 S CRANDON AVE,CHICAGO,IL,60617.0,7.0,1.0,7-1,4.0,1012,Home Occupation,,,1869659.0,RENEW,,05/15/2008,09/16/2008,N,07/16/2008,07/15/2010,09/16/2008,09/16/2008,AAI,,,41.731143145,-87.568126457,"(41.73114314545633, -87.56812645726855)",2008,1869659.0,6934.0,56604.0,13.6,35.5,536770.8,6.433333333333334,0.0,0.0,6.0,1.0
1043,30579-20040816,1498325,14161,5,REMESAS HISPANO AMERICANOS INC,REMESAS HISPANO AMERICANS INC,4212 W LAWRENCE AVE 1ST,CHICAGO,IL,60630.0,39.0,8.0,39-8,17.0,1010,Limited Business License,,,30579.0,RENEW,,06/30/2004,08/16/2004,N,08/16/2004,08/15/2005,08/16/2004,10/05/2004,AAI,,,41.968289051999996,-87.733543634,"(41.96828905223854, -87.73354363435175)",2004,30579.0,6425.0,51411.0,9.7431906614786,58.617511520737324,523290.0,6.833333333333332,0.0,0.0,40.0,11.0
1044,1446354-20060516,1692347,270517,1,LCG SALES INC.,LCG SALES INC.,5420 W ROOSEVELT RD  231,CHICAGO,IL,60644.0,29.0,28.0,29-28,15.0,1010,Limited Business License,,,1446354.0,RENEW,,03/27/2006,05/08/2006,N,05/16/2006,05/15/2007,05/08/2006,05/09/2006,AAI,,,41.865777448,-87.76011977200001,"(41.86577744843815, -87.76011977223757)",2006,1446354.0,2646.0,22912.0,9.9,32.3,545932.0,4.866666666666666,0.0,0.0,15.0,10.0
1045,1336057-20040216,1466818,259040,3,RCN TELECOM SERVICES OF ILLINOIS LLC,"RCN TELECOM SERVICES OF ILLINOIS, LLC",600 S FEDERAL ST,CHICAGO,IL,60605.0,4.0,54.0,4-54,1.0,1010,Limited Business License,,,1336057.0,RENEW,,12/15/2003,05/14/2004,N,02/16/2004,02/15/2005,12/22/2003,07/26/2004,AAI,,,41.874472149,-87.629813215,"(41.87447214941229, -87.6298132150243)",2004,1336057.0,6727.0,64522.0,25.702393340270554,50.73391042529168,523290.0,6.833333333333332,0.0,0.0,31.0,5.0
1046,15787-20041116,1533445,57930,10,PRESENCE CHICAGO HOSPITALS NETWORK,PRESENCE ST. MARY OF NAZARETH HOSPITAL,2233 W DIVISION ST,CHICAGO,IL,60622.0,2.0,12.0,2-12,12.0,1010,Limited Business License,,,15787.0,RENEW,,09/27/2004,11/16/2004,N,11/16/2004,11/15/2005,11/16/2004,11/16/2004,AAI,,33.0,41.902971912,-87.68348493100001,"(41.90297191226172, -87.68348493134597)",2004,15787.0,3178.0,40167.0,26.21145374449339,42.80170741171904,523290.0,6.833333333333332,33.0,1.0,238.0,8.0
1047,1681918-20090716,1973066,302185,1,SANDRA BOWENS,ABOUNDANCE OF LOVE DAY CARE,6420-6422 S COTTAGE GROVE AVE,CHICAGO,IL,60637.0,20.0,36.0,20-36,3.0,1584,Day Care Center 2 - 6 Years,,,1681918.0,RENEW,,05/15/2009,07/21/2009,N,07/16/2009,07/15/2011,07/21/2009,07/21/2009,AAI,,,41.777937562,-87.606021896,"(41.77793756185611, -87.60602189591252)",2009,1681918.0,3205.0,28221.0,15.3,34.8,516755.6,10.55,0.0,0.0,8.0,2.0
1048,2488355-20160901,2488355,409574,1,"OakCrest Capital, LLC","OakCrest Capital, LLC",820 W JACKSON BLVD  805,CHICAGO,IL,60607.0,27.0,,27-,,1010,Limited Business License,897,Financial Services,2488355.0,ISSUE,08/30/2016,08/30/2016,08/31/2016,N,09/01/2016,09/15/2018,08/31/2016,09/01/2016,AAI,,16.0,41.878043475,-87.64818021100001,"(41.878043475002826, -87.64818021093538)",2016,2488355.0,7441.0,116071.0,75.1,44.9,574603.1,6.041666666666668,16.0,1.0,2.0,1.0
1049,1167255-20130216,2223581,57930,14,PRESENCE CHICAGO HOSPITALS NETWORK,PRESENCE SAINT JOSEPH HOSPITAL,2845 N SHERIDAN RD,CHICAGO,IL,60657.0,44.0,49.0,44-49,19.0,1002,Accessory Garage,726,"Provide Parking Spaces For a Fee - to Residents, Tenants, Users, Employees and/or Guests (Not Available or Advertised to the Public)",1167255.0,RENEW,,01/16/2013,02/07/2013,N,02/16/2013,02/15/2015,02/07/2013,02/08/2013,AAI,,,41.934123041,-87.63918751899999,"(41.934123041016605, -87.6391875191331)",2013,1167255.0,4186.0,67800.0,76.9,28.1,543675.4,9.624999999999998,0.0,0.0,238.0,10.0
1050,25114-20020216,1214814,85340,1,GRIFFITH FOODS INC,GRIFFITH FOODS INC.(SEE COMMENTS),1437 W 37TH ST,CHICAGO,IL,60609.0,11.0,30.0,11-30,9.0,1007,Wholesale Food Establishment,864,Wholesale Food Sales,25114.0,RENEW,,12/20/2001,01/23/2002,N,02/16/2002,02/15/2003,01/23/2002,01/24/2002,AAI,,13.0,41.826789279,-87.66204808200001,"(41.82678927915715, -87.66204808157613)",2002,25114.0,3142.0,30846.0,2.1642266072565244,53.95033860045147,503971.1,7.6416666666666675,13.0,1.0,25.0,12.0
1051,2207886-20161016,2486052,330977,1,LIDIA MARTINEZ,GM LAWNCARE,1926 W TOUHY AVE HSE,CHICAGO,IL,60626.0,49.0,8.0,49-8,24.0,4404,Regulated Business License,724,Other Home Occupations,2207886.0,RENEW,,08/15/2016,08/31/2016,N,10/16/2016,10/15/2018,08/31/2016,09/01/2016,AAI,,,42.012664694,-87.679270091,"(42.01266469421548, -87.67927009091571)",2016,2207886.0,7197.0,40841.0,29.8,43.1,574603.1,6.041666666666668,0.0,0.0,8.0,3.0
1052,1096355-20080816,1912127,57930,12,PRESENCE CHICAGO HOSPITALS NETWORK,PRESENCE RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVE,CHICAGO,IL,60631.0,41.0,18.0,41-18,16.0,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1096355.0,RENEW,,06/16/2008,08/19/2008,N,08/16/2008,08/15/2010,08/19/2008,08/20/2008,AAI,,,41.988575183,-87.81297791200001,"(41.98857518279947, -87.81297791219501)",2008,1096355.0,3275.0,78078.0,31.2,37.5,536770.8,6.433333333333334,0.0,0.0,238.0,12.0
1053,69116-20031116,1432267,44596,1,LEE DUCK SOON,A HEAD OF TIMES,5360 W DEVON AVE 1ST,CHICAGO,IL,60646.0,41.0,5.0,41-5,16.0,1010,Limited Business License,,,69116.0,RENEW,,09/26/2003,10/24/2003,N,11/16/2003,11/15/2004,10/24/2003,10/27/2003,AAI,,,41.997436713,-87.763100138,"(41.997436713231934, -87.7631001383776)",2003,69116.0,4358.0,65195.0,17.599816429554846,61.16594694632944,510351.3,7.458333333333332,0.0,0.0,4.0,3.0
1054,1578907-20080416,1891106,288682,1,PET EGO LLC,PET EGO,8 S MICHIGAN AVE,CHICAGO,IL,60603.0,42.0,9.0,42-9,1.0,1010,Limited Business License,,,1578907.0,RENEW,,02/19/2008,04/17/2008,N,04/16/2008,04/15/2010,04/17/2008,04/18/2008,AAI,,,41.881899523,-87.624507008,"(41.881899523318246, -87.62450700789667)",2008,1578907.0,518.0,90694.0,40.5,18.2,536770.8,6.433333333333334,0.0,0.0,9.0,8.0
1055,1888156-20080324,1888156,325420,1,NU U OF LINCOLN PARK LLC,NU U MED SPA,908 W ARMITAGE AVE 1ST,CHICAGO,IL,60614.0,43.0,11.0,43-11,18.0,1010,Limited Business License,,,1888156.0,ISSUE,02/01/2008,03/24/2008,03/24/2008,N,03/24/2008,04/15/2009,03/24/2008,03/24/2008,AAI,,,41.918247226,-87.65133887399999,"(41.91824722584878, -87.65133887449672)",2008,1888156.0,3024.0,66667.0,40.3,19.7,536770.8,6.433333333333334,0.0,0.0,1.0,0.0
1056,33826-20070216,1781806,54026,2,STELLAR PARTNERS INC.,CHICAGO NEWS & GIFTS EAST CON,11601 W TOUHY AVE  TERM,CHICAGO,IL,60666.0,41.0,27.0,41-27,16.0,1010,Limited Business License,,,33826.0,RENEW,,12/20/2006,02/06/2007,N,02/16/2007,01/15/2008,02/06/2007,03/15/2007,AAI,,,42.008536401,-87.91442843899999,"(42.008536400868735, -87.91442843927047)",2007,33826.0,8382.0,47118.0,11.6,32.2,553134.7,5.25,0.0,0.0,57.0,8.0
1057,1893838-20101016,2052534,302495,2,"DC DEVELOPMENTS AND REHABILITATION, INC.","DC DEVELOPMENTS AND REHABILITATION, INC.",2433 W CULLOM AVE 1ST,CHICAGO,IL,60618.0,47.0,16.0,47-16,19.0,1020,Residential Real Estate Developer,,,1893838.0,RENEW,,08/16/2010,09/02/2010,N,10/16/2010,10/15/2012,09/02/2010,09/03/2010,AAI,,38.0,41.959372926,-87.689967001,"(41.95937292604657, -87.68996700125126)",2010,1893838.0,2566.0,86023.0,54.2,41.7,522483.5,10.875,38.0,1.0,7.0,1.0
1058,1096356-20080816,1912129,57930,12,PRESENCE CHICAGO HOSPITALS NETWORK,PRESENCE RESURRECTION MEDICAL CENTER,7435 W TALCOTT AVE,CHICAGO,IL,60631.0,41.0,18.0,41-18,16.0,1010,Limited Business License,,,1096356.0,RENEW,,06/16/2008,08/19/2008,N,08/16/2008,08/15/2010,08/19/2008,08/20/2008,AAI,,,41.988575183,-87.81297791200001,"(41.98857518279947, -87.81297791219501)",2008,1096355.0,3275.0,78078.0,31.2,37.5,536770.8,6.433333333333334,0.0,0.0,238.0,12.0
1059,1243332-20020816,1270151,245648,1,DANIEL LOPEZ,DANNY HAIR STYLE,10510 S EWING AVE,CHICAGO,IL,60617.0,10.0,33.0,10-33,4.0,1010,Limited Business License,,,1243332.0,RENEW,,06/28/2002,08/08/2002,N,08/16/2002,08/15/2003,08/08/2002,08/14/2002,AAI,,,41.704188769,-87.53543082,"(41.70418876858517, -87.53543081954446)",2002,1243332.0,6272.0,36299.0,2.8539540816326534,53.804656445201594,503971.1,7.6416666666666675,0.0,0.0,4.0,1.0
1060,1999004-20091009,1999004,347960,1,"Walker Fraud Examiners, Inc.","Walker Fraud Examiners, Inc.",175 E DELAWARE PL 67 6701,CHICAGO,IL,60611.0,2.0,43.0,2-43,18.0,1012,Home Occupation,,,1999004.0,ISSUE,,10/08/2009,10/08/2009,N,10/09/2009,03/15/2011,10/08/2009,10/09/2009,AAI,,,41.899117397,-87.62295566600001,"(41.89911739691144, -87.6229556659062)",2009,1999004.0,5390.0,82917.0,30.2,42.9,516755.6,10.55,0.0,0.0,3.0,0.0
1061,2206296-20160116,2435694,265374,2,"SB DISTRIBUTORS, INC.","SB DISTRIBURTORS, INC.",5159 S NEWLAND AVE,CHICAGO,IL,60638.0,23.0,13.0,23-13,8.0,4404,Regulated Business License,724,Other Home Occupations,2206296.0,RENEW,,11/15/2015,01/08/2016,N,01/16/2016,01/15/2018,01/08/2016,01/11/2016,AAC,09/01/2016,,41.797753151,-87.795242887,"(41.797753150909934, -87.79524288736943)",2016,2206296.0,5263.0,84652.0,23.2,45.6,574603.1,6.041666666666668,0.0,0.0,11.0,1.0
1062,58049-20020816,1263404,64697,1,CALL ONE INC.,UNITED COMMUNICATIONS SYSTEMS,401 N MICHIGAN AVE  206,CHICAGO,IL,60611.0,42.0,53.0,42-53,18.0,1010,Limited Business License,,,58049.0,RENEW,,06/28/2002,08/13/2002,N,08/16/2002,08/15/2003,08/13/2002,08/14/2002,AAI,,,41.889354252,-87.624102456,"(41.88935425192819, -87.62410245624348)",2002,58049.0,9564.0,65911.0,27.37348389795065,49.867978876620256,503971.1,7.6416666666666675,0.0,0.0,13.0,1.0
1063,1273820-20050216,1560212,63177,1,"JESUS PEOPLE, U.S.A., FULL GOSPEL MINISTRIES",LAKEFRONT ROOFING SUPPLY,2222 S HALSTED ST,CHICAGO,IL,60608.0,25.0,12.0,25-12,12.0,1010,Limited Business License,,,1273820.0,RENEW,,12/20/2004,01/12/2005,N,02/16/2005,02/15/2006,01/12/2005,01/13/2005,AAI,,,41.851927678,-87.646619711,"(41.85192767758384, -87.6466197106799)",2005,1273820.0,0.0,,,,534392.2,6.400000000000001,0.0,0.0,15.0,6.0
