ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME
3529,44,THE GAP INC.,Gap #4128
3542,1,"CENTRAL GYROS, CORP.",CENTRAL GYROS CORP
3562,3,FELICE CANNELLA,LENA'S PIZZA
3568,1,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL INC
3568,2,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL INC.
3568,4,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL INC.
3568,5,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL INC.
3568,6,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL INC.
3568,7,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL INC.
3568,10,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL INC.
3568,12,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL INC.
3568,13,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL INC.
3568,14,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL INC.
3568,15,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL INC.
3568,16,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL INC.
3568,17,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL INC.
3568,18,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL INC.
3568,20,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL INC.
3568,21,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL INC.
3568,22,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL INC.
3568,23,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL INC
3568,24,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL INC
3568,25,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL CO.
3568,28,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL CO.
3568,29,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL CO.
3568,30,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL CO.
3568,32,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL CO.
3568,33,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL CO.
3568,34,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL CO.
3568,35,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL CO.
3568,36,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL CO.
3568,37,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL CO.
3568,38,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL CO
3568,39,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL CO.
3568,40,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL CO.
3568,42,FLOOD BROS DISPOSAL CO.,FLOOD BROTHERS DISPOSAL CO.
3568,43,FLOOD BROS DISPOSAL CO.,FLOOD BROS DISPOSAL CO.
3568,44,FLOOD BROS DISPOSAL CO.,FLOOD BROS DISPOSAL CO.
3568,45,FLOOD BROS DISPOSAL CO.,FLOOD BROS DISPOSAL CO.
3568,46,FLOOD BROS DISPOSAL CO.,FLOOD BROS DISPOSAL CO.
3568,47,FLOOD BROS DISPOSAL CO.,FLOOD BROS DISPOSAL CO.
3568,48,FLOOD BROS DISPOSAL CO.,FLOOD BROS DISPOSAL CO
3568,49,FLOOD BROS DISPOSAL CO.,FLOOD BROS DISPOSAL CO.
3568,50,FLOOD BROS DISPOSAL CO.,FLOOD BROS DISPOSAL CO.
3568,51,FLOOD BROS DISPOSAL CO.,FLOOD BROS DISPOSAL CO.
3568,52,FLOOD BROS DISPOSAL CO.,FLOOD BROS DISPOSAL CO.
3568,54,FLOOD BROS DISPOSAL CO.,FLOOD BROS DISPOSAL CO.
3568,55,FLOOD BROS DISPOSAL CO.,FLOOD BROS DISPOSAL CO.
3568,56,FLOOD BROS DISPOSAL CO.,FLOOD BROS DISPOSAL CO.
3568,57,FLOOD BROS DISPOSAL CO.,FLOOD BROS DISPOSAL CO.
3568,58,FLOOD BROS DISPOSAL CO.,FLOOD BROS DISPOSAL CO.
3568,59,FLOOD BROS DISPOSAL CO.,FLOOD BROS DISPOSAL CO.
3568,60,FLOOD BROS DISPOSAL CO.,FLOOD BROS DISPOSAL CO.
3568,61,FLOOD BROS DISPOSAL CO.,FLOOD BROS DISPOSAL CO.
3568,62,FLOOD BROS DISPOSAL CO.,FLOOD BROS DISPOSAL CO.
3568,63,FLOOD BROS DISPOSAL CO.,FLOOD BROS DISPOSAL CO.
3568,64,FLOOD BROS DISPOSAL CO.,FLOOD BROS DISPOSAL CO.
3568,66,FLOOD BROS DISPOSAL CO.,FLOOD BROS DISPOSAL CO.
3568,67,FLOOD BROS DISPOSAL CO.,FLOOD BROS DISPOSAL CO.
3568,68,FLOOD BROS DISPOSAL CO.,FLOOD BROS DISPOSAL CO.
3568,69,FLOOD BROS DISPOSAL CO.,FLOOD BROS DISPOSAL CO.
3582,1,"SANKO RESTAURANT, INC.",THE NORTHSIDE STRETCH
3582,1,"SANKO RESTAURANT, INC.",THE NORTHSIDE STRETCH
3588,1,JIMMY'S SANDWICH SHOP INC,JIMMY'S SANDWICH SHOP
3604,1,"QUICK STOP FOOD MART, INC.",QUICK STOP FOOD MART
3605,2,PATCHARA KLAISUBHAN,ORIENTAL PLAZA
3617,2,ABILITY VENDING CO,ABILITY VENDING CO
3627,2,NEELA J PATEL,A & J GROCERY
3640,1,"HUB'S GYROS II, INC.",HUB'S GYROS II INC
3641,1,"THE CHICAGO DINER, INC.",THE CHICAGO DINER INC
3642,1,"IL VICINATO, INC.",IL VICINATO INC
3649,1,BROADWAY JOE'S INC,Double Bubble
3650,1,LEVINSONS INC,LEVINSONS INC
3665,1,PEPE'S INC,PEPE'S INC
3673,1,"GROTA, INC.",GROTA RESTAURANT
3677,3,MIDWEST PARTS CO,MIDWEST APPLIANCE PARTS
3690,1,THE QUADRANGLE CLUB,THE QUADRANGLE CLUB
3704,1,TRENDLER COMPONENTS INC,TRENDLER COMPONENTS
3705,1,"BEVERLY RECORD AND COSTUME, INCORPORATED","BEVERLY RECORD AND COSTUME, INCORPORATED"
3708,1,SHANNON & WATTS LIMITED,HAROLD'S CHICKEN SHACK #27
3708,2,SHANNON & WATTS LIMITED,HAROLD'S CHICKEN SHACK #35
3714,1,"WINNIE THE POOH, INCORPORATED",WINNIE THE POOH PRESCHOOL
3731,1,THE STORE INC.,THE STORE INC
3733,1,CUETO CORP,LA TEJANITA
3735,2,"P & S MEATS, INC.",P & S MEATS
3737,1,MICHIGAN QUICK MART INC,MICHIGAN QUICK MART INC
3740,2,"D & SON, INC.",PEPE'S RESTAURANT
3750,1,"CHICAGO EXECUTIVE GOLF CLUB, INC.",CHICAGO EXECUTIVE GOLF CLUB
3752,1,KEYSTERS INC,PADDY MAC'S
3753,1,IRISH AMERICAN HERITAGE CENTER,IRISH AMERICAN HERITAGE CENTER
3757,1,HANI'S LIQUOR STATION INC,HANI LIQUOR STATION
3758,1,VERMAR ENTERPRISES INC,CUPBOARD FOOD & LIQUOR
3762,1,BERLIN CORPORATION,BERLIN
3766,1,2624 NORTH LINCOLN CORP.,BARRELHOUSE FLAT
3784,1,NOOKIES TREE LIMITED,NOOKIES TREE LTD
3791,1,"CHICAGO BRAUHAUS, INC.",CHICAGO BRAUHAUS INC
3843,1,"GULLIVERS, INC.",GULLIVER'S INC
3851,1,DANNY'S MARKET INC,OLD WORLD MARKET
3857,1,SUPERMERCADO EL GUERO NO 1 INC.,SUPERMERCADO EL GUERO # 1
3860,1,KAPS INC,EDGEWATER BEACH CAFE
3868,2,"A & A FRUIT MARKET, INC.",ANDYS FRUIT RANCH
3869,4,WM. THYBONY CO.,THYBONY PAINT & WALLCOVERING CO.
3869,5,WM. THYBONY CO.,THYBONY PAINT & WALLCOVERING CO.
3879,2,"KIM LONG RESTAURANT, INC.",KIM LONG RESTAURANT
3887,1,"LAWN MAGIC LOUNGE, INC.",LAWN MAGIC LOUNGE
3889,1,FORMCRAFT TOOL COMPANY,FORMCRAFT TOOL COMPANY
3899,2,OSCAR MUNOZ,TORTILLERIA ATOTONILCO
3903,1,MAYFAIR ANIMAL CLINIC PC,MAYFAIR ANIMAL CLINIC P C
3906,1,ANALESE INC,NANCY'S HOME OF STUFFED PIZZA
3910,1,"ADMIRAL THEATRE, INC.",ADMIRAL THEATRE
3913,1,DEMERIOS MARNERIS,DEMERIOS MARNERIS
3931,1,MARQUETTE FRAME & WHEEL INC,MARQUETTE FRAME & WHEEL INC
3958,1,MASTER BREW BEVERAGE INC,MASTER BREW BEVERAGES INC
3961,3,"U-HAUL CO. OF ILLINOIS, INC.",U-HAUL MIDWAY MOVING/STORAGE CENTER
3961,4,"U-HAUL CO. OF ILLINOIS, INC.",U-HAUL NEW TOWN MOVING/STORAGE CENTER
3961,5,"U-HAUL CO. OF ILLINOIS, INC.",U-HAUL SOUTH SHORE MOVING CTR
3961,6,"U-HAUL CO. OF ILLINOIS, INC.",U-HAUL WESTSIDE MOVING CTR
3961,7,"U-HAUL CO. OF ILLINOIS, INC.",U-HAUL CENTER UP-TOWN
3961,8,"U-HAUL CO. OF ILLINOIS, INC.",U-HAUL PORTAGE PARK MOVING CTR
3961,9,"U-HAUL CO. OF ILLINOIS, INC.",U-HAUL CO OF ILLINOIS
3961,11,"U-HAUL CO. OF ILLINOIS, INC.","U-HAUL CO. OF ILLINOIS, INC."
3961,12,"U-HAUL CO. OF ILLINOIS, INC.",U-HAUL MOVING & STORAGE OF SOUTH LOOP
3961,13,"U-HAUL CO. OF ILLINOIS, INC.",U-Haul of Avondale Moving Ctr
3961,14,"U-HAUL CO. OF ILLINOIS, INC.",U-HAUL STORAGE OF MARQUETTE PARK
3961,16,"U-HAUL CO. OF ILLINOIS, INC.",U-Haul Moving & Storage of Bronzeville
3961,17,"U-HAUL CO. OF ILLINOIS, INC.","U-Haul Co. of Illinois, Inc."
3961,18,"U-HAUL CO. OF ILLINOIS, INC.",U-HAUL MOVING & STORAGE OF SOUTH LOOP
3961,19,"U-HAUL CO. OF ILLINOIS, INC.",U-HAUL MOVING & STORAGE OF SOUTH LOOP
3961,20,"U-HAUL CO. OF ILLINOIS, INC.",U-HAUL  MVG & STRG OF JEFFERSON PARK
3961,21,"U-HAUL CO. OF ILLINOIS, INC.","U-HAUL CO. OF ILLINOIS, INC."
3961,23,"U-HAUL CO. OF ILLINOIS, INC.","U-HAUL CO. OF ILLINOIS, INC."
3961,24,"U-HAUL CO. OF ILLINOIS, INC.","U-HAUL CO. OF ILLINOIS, INC."
3969,1,JOSEPH'S FINEST MEATS INC,JOSEPHS FINEST MEATS INC
3993,2,UZDAWINIS & KOBAYASHI INC,CAFE SELMARIE
4010,1,PERSONAL LIQUORS COMPANY II,PERSONAL LIQUORS II
4016,1,JOANNE J GRUBICH,SIDE STREET SALOON
4023,1,LA STELLA RISTORANTE CORP,LA FONTANELLA
4039,1,WILSON CARE INC,WILSON CARE INC
4052,1,SCOTT WHEELER,POP-N-PIZZA
4063,2,"DEE'S RESTAURANT, INC.",DEE'S RESTAURANT INC
4065,1,"CLUB CONTINENTAL, INC.",Cafe Latin Bliss
4065,2,"CLUB CONTINENTAL, INC.",LATIN BLISS CAFE
4068,1,KYMO INC,ALIBIS
4069,1,GONZALEZ FAMILY CORPORATION,FERNANDO'S RESTAURANT
4075,1,BAR INVESTORS INC,NORTH PARK INN
4077,1,"2944 WEST 47TH STREET LIQUOR MART, INC.",TOWN & COUNTRY LIQUORS
4093,1,"THE RODITYS, INC.",RODITYS RESTAURANT
4093,5,"THE RODITYS, INC.",RODITYS
4095,1,"LAS MANANITAS, INC.",LAS MANANITAS
4096,3,LAT'S INC. 1,LEO'S DEN
4096,3,LAT'S INC. 1,LEO'S DEN
4107,1,CENTURY PLATING CO INC,CENTURY PLATING CO
4116,2,UNIVERSITY CLUB OF CHICAGO,UNIVERSITY CLUB OF CHICAGO
4116,2,UNIVERSITY CLUB OF CHICAGO,UNIVERSITY CLUB OF CHICAGO
4121,1,MUKTI ENTERPRISES INC,APACHE MOTEL
4122,1,DEAN UBIK & LISA UBIK,SOUTH SHORE INN
4128,1,LE RENDEZVOUS INC,RAVENS
4130,1,"JAY JALARAM, INC.","R & S DISCOUNT FOOD, WINE, & LIQUOR"
4154,2,"MARRIOTT HOTEL SERVICES, INC.",CHICAGO MARRIOTT DOWNTOWN
4154,3,"MARRIOTT HOTEL SERVICES, INC.",CHICAGO DOWNTOWN MARRIOTT
4154,4,"MARRIOTT HOTEL SERVICES, INC.",CHICAGO DOWNTOWN MARRIOTT
4154,5,"MARRIOTT HOTEL SERVICES, INC.",CHICAGO DOWNTOWN MARRIOTT
4154,6,"MARRIOTT HOTEL SERVICES, INC.",CHICAGO DOWNTOWN MARRIOTT
4154,7,"MARRIOTT HOTEL SERVICES, INC.",CHICAGO DOWNTOWN MARRIOTT
4154,8,"MARRIOTT HOTEL SERVICES, INC.",CHICAGO DOWNTOWN MARRIOTT
4154,9,"MARRIOTT HOTEL SERVICES, INC.",CHICAGO DOWNTOWN MARRIOTT
4154,12,"MARRIOTT HOTEL SERVICES, INC.",CHICAGO DOWNTOWN MARRIOTT
4154,15,"MARRIOTT HOTEL SERVICES, INC.",MARRIOTT HOTEL SERVICES INC
4154,20,"MARRIOTT HOTEL SERVICES, INC.","MARRIOTT HOTEL SERVICES, INC."
4154,21,"MARRIOTT HOTEL SERVICES, INC.",JW MARRIOTT HOTEL CHICAGO
4159,1,AABBITT ADHESIVES INC,AABBITT ADHESIVES INC
4163,2,T J MOTORS INC,"T J MOTORS, INC."
4168,1,SABAS VEGA INC,SABAS VEGA INC.
4180,1,"STREETER'S TAVERN, INC.",STREETERS TAVERN
4191,4,WE'LL CLEAN INCORPORATED,WE'LL CLEAN
4192,2,LAZO'S TACOS INC,LAZO'S TACOS
4192,2,LAZO'S TACOS INC,LAZO'S TACOS
4198,4,TUXEDO JUNCTION INC.,TUXEDO JUNCTION / CLARK
4207,1,PABLOS VASQUEZ,PABLOS TACO'S
4210,1,"P. J. WELLS, INC.",O'BRIENS RESTAURANT & BAR
4210,57,"P. J. WELLS, INC.",O'BRIENS
4213,1,"ZAID CERTIFIED LIQUORS, INC.",ZIAD CERTIFIED FOODS
4218,1,CLARK RIDGE CURRENCY EXC#7 INC,CLARK RIDGE CURRENCY EXCHANGE
4221,1,K N A FOOD & LIQUOR INC.,MARQUETTE SUPREME
4222,2,AZUSA INC.,Azusa Liquors Inc.
4229,1,J T AMUSEMENT INC,J T AMUSEMENT INC
4231,1,COSMOPOLITAN CONTINENTAL CAFE INC.,LUTNIA RESTAURANT
4233,2,"SOPIKI, INC",LOCASCIO'S SPORTS BAR
4236,1,"RAINBOW FINER FOODS & LIQUOR, INC.",RAINBOW FINER FOOD & LIQUOR
4249,1,HOLLYWOOD BROADWAY CORP,HOLLYWOOD BROADWAY SHELL
4251,1,"FOX BEVERAGES, INC.",THE BRIAR STREET THEATER
4256,1,COLUMBIA YACHT CLUB,COLUMBIA YACHT CLUB
4256,1,COLUMBIA YACHT CLUB,COLUMBIA YACHT CLUB
4271,2,"ETHIO CAFE', INC.",COUNTRY CLUB
4274,2,"HOBBY HORSE NURSERY SCHOOLS, LTD.",LAKE SHORE SCHOOLS
4274,3,"HOBBY HORSE NURSERY SCHOOLS, LTD.",LAKE SHORE SCHOOLS
4276,1,EL RINCON INC,THE GREEN ROOM TAP
4280,2,STEPPENWOLF THEATRE COMPANY,STEPPENWOLF
4280,4,STEPPENWOLF THEATRE COMPANY,STEPPENWOLF THEATRE
4280,8,STEPPENWOLF THEATRE COMPANY,STEPPENWOLF THEATER COMPANY
4280,13,STEPPENWOLF THEATRE COMPANY,STEPPENWOLF THEATER COMPANY
4280,13,STEPPENWOLF THEATRE COMPANY,STEPPENWOLF THEATER COMPANY
4280,14,STEPPENWOLF THEATRE COMPANY,STEPPENWOLF THEATER - COSTUME SHOP
4280,15,STEPPENWOLF THEATRE COMPANY,STEPPENWOLF THEATRE COMPANY
4282,1,K.C.INC.,GALWAY BAY
4290,1,ERNESTINA RUVALCABA,MEXICO STEAK HOUSE
4290,1,ERNESTINA RUVALCABA,MEXICO STEAK HOUSE
4316,1,M & M BOX PARTITION CO INC,M & M BOX PARTITION CO IN
4333,1,"CORCORAN'S PANTRY, INC.",EDGEWATER FOOD WINE & SPIRITS
4400,1,30 E ELM CONDOMINIUM ASSOCIATION,30 E ELM CONDOMINIUM
4436,1,MIDPACK CORPORATION,MIDPACK CORPORATION
4448,1,BENNY BARRIOS INC,RESTAURANT 2 AMIGOS
4450,4,"THE SECOND CITY, INC.",THE SECOND CITY
4459,2,"PRECISION DIE CUTTING AND FINISHING COMPANY, INC.","PRECISION DIE CUTTING AND FINISHING COMPANY, INC."
4465,1,"F AND F CONCESSIONS, INC.","F AND F CONCESSIONS, INC."
4469,2,"ARMITAGE PRODUCE, INC.",ARMITAGE PRODUCE INC
4480,1,VIKING SKI SHOP INC,VIKING SKI SHOP INC
4481,1,PETER SDRALIS,SHELLY'S FREEZE
4488,1,"GOLDEN STAR RESTAURANT, INC.",GOLDEN APPLE RESTAURANT
4500,1,PEERLESS TRADING CORP,PEERLESS TRADING CORP
4504,1,FURAMA RESTAURANT INCORPORATED,FURAMA RESTAURANT INC
4516,1,"JLO METAL PRODUCTS COMPANY, A CORPORATION",JLO METAL PRODUCTS CO
4522,1,TOP-NOTCH BEEFBURGERS INC,TOP-NOTCH BEEFBURGER INC
4523,1,L & M STARLIGHT RESTAURANT INC,L & M STARLIGHT RESTAURANT INC
4535,2,"FOOT LOCKER RETAIL, INC.",FOOT LOCKER #7536
4535,9,"FOOT LOCKER RETAIL, INC.",CHAMPS #14243
4535,12,"FOOT LOCKER RETAIL, INC.",FOOT LOCKER #8244
4535,16,"FOOT LOCKER RETAIL, INC.",KIDS FT LOC #6768
4535,18,"FOOT LOCKER RETAIL, INC.",FOOT LOCKER #7029
4535,24,"FOOT LOCKER RETAIL, INC.",ATHLETIC X-PRESS #10508
4535,25,"FOOT LOCKER RETAIL, INC.",FOOT LOCKER #8706
4535,26,"FOOT LOCKER RETAIL, INC.",FOOTLOCKER #8705
4535,49,"FOOT LOCKER RETAIL, INC.",KIDS FOOT LOCKER #46412
4535,51,"FOOT LOCKER RETAIL, INC.",FOOT LOCKER #8512
4535,53,"FOOT LOCKER RETAIL, INC.",FOOT LOCKER #8513
4535,54,"FOOT LOCKER RETAIL, INC.",FOOT LOCKER #8502
4535,56,"FOOT LOCKER RETAIL, INC.",FOOT LOCKER #8519
4535,58,"FOOT LOCKER RETAIL, INC.",Foot Locker #8558
4535,59,"FOOT LOCKER RETAIL, INC.",FOOT LOCKER # 7028
4535,65,"FOOT LOCKER RETAIL, INC.",FOOT LOCKER # 8503
4535,67,"FOOT LOCKER RETAIL, INC.",KIDS FOOT LOCKER # 46443
4535,68,"FOOT LOCKER RETAIL, INC.",CHAMPS # 14093
4535,70,"FOOT LOCKER RETAIL, INC.",FOOT LOCKER #6972
4535,71,"FOOT LOCKER RETAIL, INC.",FOOT LOCKER #8615
4535,74,"FOOT LOCKER RETAIL, INC.",FOOTACTION #57217
4535,75,"FOOT LOCKER RETAIL, INC.",FOOT LOCKER #7403
4535,76,"FOOT LOCKER RETAIL, INC.",CHAMPS # 15074
4541,1,WIRTZ RENTALS CO INC,WIRTZ RENTALS CO
4543,3,WIREMASTERS INCORPORATED,"WIREMASTERS,INC"
4544,2,TIFFANY & COMPANY,TIFFANY & COMPANY
4567,2,ANCOLE III,POPEYE'S CHICKEN RESTAURANT
4568,1,LINO ISCRA,NORTHMERE HOTEL SRO
4569,2,TOTAL SWEETENERS INC,OAKLEY WAREHOUSE
4570,1,"FLOUNDERS, INC.",BECK'S
4579,2,JAE S PARK,PARK'S ACUPUNCTURE & HERBS
4610,1,COMMUNICATION UNLIMITED,Communications Unlimited
4612,1,WCIU-TV WEIGEL BROADCASTING CO,WCIU- TV HOWARD SHAPIRO
4620,2,"CRAFTY BEAVER HOME CENTER NO. 1,  INC",CRAFTY BEAVER HOME CENTER # 2
4620,3,"CRAFTY BEAVER HOME CENTER NO. 1,  INC","CRAFTY BEAVER HOME CENTER, INC"
4634,1,FULLERTON CONNECTION INC,THE LEVEE LOUNGE
4634,1,FULLERTON CONNECTION INC,THE LEVEE LOUNGE
4641,1,"LUMATS, INC.",FIESTA MEXICANA RESTAURANT
4644,1,SIAM CAFE INCORPORATED,"SIAM CAFE,THAI RESTAURANT"
4656,1,HAMED S MATARIEH,OAKLEY FOOD
4680,1,COLUMBIA SHEET METAL WORKS INC,COLUMBIA SHEET METAL WORKS INC
4685,2,"ALPHA PHARMACY, INC.",ALPHA FOODS & LIQUOR
4701,1,IRAN ECHO INTERNATIONAL CORP.,PARS COVE EAST
4717,1,BIALYSTOK MONK CHICAGO INC,BIALYSTOK MONK CHICAGO INC
4750,5,SPRINT COMMUNICATIONS COMPANY LP,SPRINT
4762,14,"AMERICAN AIRLINES, INC.",AMERICAN AIRLINES
4762,15,"AMERICAN AIRLINES, INC.",ADMIRAL'S CLUB
4762,15,"AMERICAN AIRLINES, INC.",ADMIRAL'S CLUB
4762,16,"AMERICAN AIRLINES, INC.",AMERICAN AIRLINES ADMIRALS LOUNGE
4806,5,WEST FUELS INC,WEST FUELS
4825,2,"MATRIX TELECOM, INC.","MATRIX TELECOM, INC."
4850,3,PINKERTON OIL CO INC,PINKERTON OIL CO INC
4926,1,ARVANITISA INC,ALEXANDER'S RESTAURANT
4927,1,OFELIO TORRES,GLORIA'S TACOS
4966,1,"DIMENSION CRAFT, INC","DIMENSION CRAFT, INC"
4980,1,PICK-A-TOOL RENTAL,PICK-A-TOOL RENTAL
5026,2,WAY-KEN CONTRACTORS SUPPLY CO.,WAY-KEN CONTRACTORS SUPPLY CO
5071,1,CROWN TRAILER CO.,CROWN TRAILER COMPANY
5087,2,"CHICAGO AUDIO WORKS, INC.",CHICAGO AUDIO WORKS INC
5090,1,PHILLIPS AIR COMPRESSOR,PHILLIPS AIR COMPRESSOR
5108,2,XEROX CORPORATION,XEROX CORPORATION
5108,5,XEROX CORPORATION,XEROX CORPORATION
5108,6,XEROX CORPORATION,XEROX CORPORATION
5108,7,XEROX CORPORATION,XEROX CORPORATION
5108,8,XEROX CORPORATION,XEROX CORPORATION
5108,9,XEROX CORPORATION,XEROX CORPORATION
5108,10,XEROX CORPORATION,XEROX CORPORATION
5108,12,XEROX CORPORATION,XEROX CORPORATION
5109,2,MICKEYS LINEN & TOWEL SPL INC,MICKEYS LINEN & TOWEL SPL INC
5109,3,MICKEYS LINEN & TOWEL SPL INC,MICKEY'S LINEN & TOWEL SUPPLY
5124,10,THE LINCOLN PARK ZOOLOGICAL SOCIETY,THE LINCOLN PARK ZOOLOGICAL SOCIETY
5127,1,ROSENS MORSEVIEW PHARMACY INC,ROSENS MORSEVIEW PHARMACY INC
5145,1,KIRBY SHEET METAL WORKS INC,KIRBY SHEET METAL WORKS
5152,1,"NINE-FIFTY, LTD.",KINCADE'S
5152,2,"NINE-FIFTY, LTD.",KINCADE'S
5164,2,JFC INTERNATIONAL INC,JFC INTERNATIONAL INC.
5176,2,"SCHUMACHER AND SONS DISTRIBUTORS, INC.",SCHUMACHER AND SONS DISTRIBUTORS
5180,2,WILLIAM BLAIR & COMPANY LLC,William Blair
5180,2,WILLIAM BLAIR & COMPANY LLC,William Blair
5185,1,H. WIGBOLDY SONS INC,H. WIGBOLDY SONS INC
5193,1,1102 WEBSTER BAR JOINT VENTURE,THE LOCAL OPTION TAVERN
5200,3,"SOUTHERN GLAZER'S WINE AND SPIRITS OF ILLINOIS, LLC",SOUTHERN GLAZER'S of IL
5242,1,KARAVITES REST INC,KARAVITES REST INC
5252,1,"HERNANDEZ-CHEHADE GROCERY & LIQUOR STORE, INC.",CHEHADE GROCERY & LIQUOR
5256,3,BROOK ELECTRICAL SUPPLY COMPANY,BROOK ELECTRICAL SUPPLY CO.
5256,4,BROOK ELECTRICAL SUPPLY COMPANY,Brook Electrical Supply Co
5272,1,SORINI MANUFACTURING CORP,SORINI RING MFG CO
5273,8,ALDI INC.,ALDI INC #58
5273,9,ALDI INC.,ALDI INC #64
5273,10,ALDI INC.,ALDI INC #06
5273,13,ALDI INC.,ALDI INC # 62
5273,15,ALDI INC.,ALDI FOODS -STORE #04
5273,16,ALDI INC.,ALDI INC #83
5273,17,ALDI INC.,ALDI FOODS #91
5273,18,ALDI INC.,ALDI INC #92
5273,19,ALDI INC.,ALDI FOODS STORE #26
5273,21,ALDI INC.,ALDI INC #10
5273,23,ALDI INC.,ALDI INC STORE #62
5273,25,ALDI INC.,ALDI INC.#94
5273,26,ALDI INC.,ALDI INC STORE #95
5273,30,ALDI INC.,ALDI INC STORE 14
5273,31,ALDI INC.,ALDI #79
5273,32,ALDI INC.,ALDI #28
5273,34,ALDI INC.,ALDI #30
5273,35,ALDI INC.,ALDI'S FOODS BELMONT
5273,36,ALDI INC.,ALDI'S #47
5273,38,ALDI INC.,ALDI'S #08
5273,40,ALDI INC.,ALDI'S
5273,41,ALDI INC.,ALDI'S # 26
5273,42,ALDI INC.,ALDI INC. #96
5273,43,ALDI INC.,ALDI
5273,44,ALDI INC.,ALDI
5273,46,ALDI INC.,ALDI #70
5273,47,ALDI INC.,ALDI 16
5273,48,ALDI INC.,ALDI STORE #32
5273,49,ALDI INC.,ALDI #88
5285,2,CHAPMAN MUSIC INC,CHAPMAN MUSIC INC
5290,2,KRAGNESS ANIMAL HOSPITAL INC,KRAGNESS ANIMAL HOSPITAL INC
5310,1,MARY ZIAMPARAS,GEORGE'S HOT DOGS
5351,1,"COMPLETE PUMP SERVICE CO., INC.","COMPLETE PUMP SERVICE CO., INC."
5366,1,NABIL & MOHAMMED MUSLEH,FOOD TOWN
5390,2,"ABAT BUILDERS, INC.","ABAT BUILDERS, INC."
5393,1,"DELTA SCREW COMPANY, INC.","DELTA SCREW COMPANY, INC."
5413,1,COUNTRY FRESH FINER FOODS INC,COUNTRY FRESH FINER FOODS INC
5435,1,BUCKINGHAM PAVILLION INC,BUCKINGHAM PAVILLION INC
5437,1,"CLAYTON RESIDENTIAL HOME, INC.","CLAYTON RESIDENTIAL HOME, INC."
5448,1,PANADERIA LA CENTRAL INC,PANADERIA LA CENTRAL INC
5452,1,"RIVER-LITES,LTD.",CRIO RESTAURANT
5466,1,"BIG CHICKS, INC.","BIG CHICKS, INC."
5466,2,"BIG CHICKS, INC.",TWEET
5495,5,NEWSWEB CORPORATION,NEWSWEB CORPORATION
5522,1,CROWN CORR INC,CROWN CORR INC
5544,3,"KIRWAN MECHANICAL SERVICE, INC.",KIRWAN MECHANICAL SERVICE INC.
5548,2,TECHNICOOL CORP,TECHNICOOL
5563,3,"UNITED STATES ALLIANCE FIRE PROTECTION, INC.","UNITED STATES ALLIANCE FIRE PROTECTION, INC."
5571,1,R G MATIERALS & SERVICES INC,R G  CONSTRUCTION SERVICES INC
5577,1,ILLINOIS SASH ERECTORS INC,ILLINOIS SASH ERECTORS INC
5606,3,ALL COMFORT INSULATION INC,"ALL COMFORT INSULATION, INC"
5617,2,KERN KONSTRUCTION KOMPANY INC,"Kern Konstruction, an Illinois corporation"
5635,1,CENTRAL STATES AUTOMATIC,CENTRAL STATES AUTOMATIC
